account_id,rating_region,industry,covered_lives_2025,annual_premium_2025,risk_score_2025,risk_band,renewal_month,account_status,prior_renewal_rate,prior_rate_mean,prior_rate_last,paid_claims_2025,process_cv
ACC00199,R32,Logistics,252,1328767.53,0.2614,0.15–0.49,5,Active,0.3333333333333333,8.333333333333334,10,482349.49,0.16946348738692502
ACC00200,R41,Professional services,822,4118103.22,0.7986,0.50–0.99,5,Active,0.6666666666666666,18.333333333333332,25,2647670.77,0.09221150909734994
ACC00201,R16,Financial services,197,851628.06,0.8238,0.50–0.99,9,Active,1.0,10.0,20,436918.35,0.1533941132476783
ACC00202,R28,Hospitality,163,1223104.99,2.0142,1.50–2.49,10,Active,1.0,6.666666666666667,0,2095573.86,0.1539114626712777
ACC00203,R02,Logistics,461,2354285.54,0.718,0.50–0.99,8,Active,0.6666666666666666,11.666666666666666,25,1494913.69,0.15897839989955254
ACC00204,R40,Healthcare,208,1385036.25,2.8931,2.50–5.00,1,Active,1.0,6.666666666666667,0,5109794.4,0.11984919856674153
ACC00205,R13,Financial services,887,6359153.68,0.6772,0.50–0.99,4,Active,1.0,10.0,10,3634629.98,0.1476435676487824
ACC00206,R26,Financial services,365,2342032.54,1.393,1.00–1.49,1,Active,0.6666666666666666,8.333333333333334,25,2973815.81,0.13600420317931852
ACC00207,R48,Professional services,622,4085906.45,0.7999,0.50–0.99,6,Active,1.0,1.6666666666666667,0,1834197.86,0.12578100953458723
ACC00208,R27,Financial services,769,5898649.48,0.5384,0.50–0.99,3,Active,0.3333333333333333,1.6666666666666667,0,2853756.84,0.10928233319069221
ACC00209,R08,Hospitality,732,6867938.24,2.6758,2.50–5.00,11,Active,1.0,6.666666666666667,10,20669594.79,0.081935909557338
ACC00210,R15,Professional services,332,1839807.77,0.2492,0.15–0.49,10,Active,0.3333333333333333,8.333333333333334,15,541502.29,0.1597378550456465
ACC00211,R47,Financial services,465,3504525.38,2.297,1.50–2.49,9,Active,1.0,11.666666666666666,10,6344777.29,0.10402015478615621
ACC00212,R13,Financial services,228,1389451.45,0.6142,0.50–0.99,4,Active,1.0,-5.0,-15,754510.49,0.15638075393202416
ACC00213,R09,Technology,228,2096735.3,0.5227,0.50–0.99,4,Active,1.0,5.0,5,828809.16,0.16521587558091652
ACC00214,R14,Logistics,430,2844043.93,1.9723,1.50–2.49,9,Active,1.0,10.0,25,5580843.43,0.13773128271311516
ACC00215,R24,Healthcare,530,3305598.89,0.3085,0.15–0.49,12,Active,0.3333333333333333,6.666666666666667,0,684271.57,0.126472580148974
ACC00216,R23,Retail,62,455427.11,0.6121,0.50–0.99,1,Active,0.6666666666666666,3.3333333333333335,10,169570.96,0.32622605725805315
ACC00217,R12,Technology,112,678336.19,0.3712,0.15–0.49,7,Active,1.0,5.0,0,169639.08000000002,0.22526197863250352
ACC00218,R42,Financial services,360,2784545.57,0.6521,0.50–0.99,1,Active,1.0,6.666666666666667,5,1175617.42,0.12108095159191377
ACC00219,R15,Logistics,413,2214965.91,0.2503,0.15–0.49,3,Active,1.0,-5.0,0,657253.26,0.13746251548233554
ACC00220,R28,Professional services,243,1074125.42,0.4887,0.15–0.49,11,Active,0.6666666666666666,10.0,15,292284.55,0.176750453003443
ACC00221,R23,Retail,165,1172933.7,0.5881,0.50–0.99,10,Active,0.6666666666666666,6.666666666666667,20,555996.42,0.21184483828250367
ACC00222,R34,Financial services,232,1556801.92,1.3421,1.00–1.49,5,Active,1.0,8.333333333333334,-5,1622241.28,0.16737002315479674
ACC00223,R34,Logistics,198,1216879.08,0.4726,0.15–0.49,11,Active,0.6666666666666666,5.0,5,346583.5,0.18475072862319297
ACC00224,R34,Professional services,591,5018696.3,4.4508,2.50–5.00,12,Active,1.0,18.333333333333332,15,15904395.27,0.08217049010445823
ACC00225,R12,Financial services,390,2413489.18,2.1172,1.50–2.49,2,Active,1.0,3.3333333333333335,5,5832240.56,0.1742890344268234
ACC00226,R17,Technology,132,897781.65,0.5032,0.50–0.99,11,Active,1.0,3.3333333333333335,15,337206.9,0.19671040874913204
ACC00227,R19,Manufacturing,349,2364170.58,0.4784,0.15–0.49,10,Active,1.0,5.0,15,663386.78,0.15297892718004474
ACC00228,R03,Technology,167,949489.73,0.5922,0.50–0.99,6,Active,0.6666666666666666,5.0,0,413380.8,0.2164749710995737
ACC00229,R39,Technology,172,1126884.51,1.0088,1.00–1.49,1,Active,1.0,6.666666666666667,10,821463.99,0.19001900618812298
ACC00230,R33,Logistics,356,2212806.36,0.5865,0.50–0.99,12,Active,1.0,5.0,5,1315850.06,0.13712701017301024
ACC00231,R06,Hospitality,138,891014.16,0.7682,0.50–0.99,2,Active,1.0,0.0,-5,616639.27,0.229735603565795
ACC00232,R06,Technology,70,500224.74,0.4104,0.15–0.49,4,Active,0.6666666666666666,5.0,20,79747.35,0.28878586671703005
ACC00233,R21,Hospitality,104,979974.57,0.9543,0.50–0.99,1,Active,0.3333333333333333,10.0,5,569499.05,0.39850459410317446
ACC00234,R31,Retail,195,1528515.18,0.6113,0.50–0.99,11,Active,1.0,8.333333333333334,5,782596.22,0.1721992045324782
ACC00235,R41,Professional services,221,1658889.34,0.4653,0.15–0.49,5,Active,1.0,15.0,10,357292.48000000004,0.21628820446350322
ACC00236,R25,Logistics,306,1433277.22,0.2295,0.15–0.49,6,Active,1.0,11.666666666666666,15,604975.01,0.17081097598806672
ACC00237,R14,Hospitality,260,1855242.35,0.8928,0.50–0.99,7,Active,1.0,5.0,20,1169176.14,0.19002326514318746
ACC00238,R36,Healthcare,401,2845712.35,0.9082,0.50–0.99,9,Active,1.0,6.666666666666667,15,1806086.1,0.14123026826989557
ACC00239,R35,Professional services,391,2414412.33,0.5473,0.50–0.99,1,Active,1.0,10.0,15,1691287.68,0.13074136250571072
ACC00240,R14,Retail,182,1106544.7,0.4864,0.15–0.49,4,Active,0.6666666666666666,5.0,0,244535.38999999998,0.2412987186210313
ACC00241,R14,Financial services,72,460444.56,0.9474,0.50–0.99,1,Active,1.0,-10.0,-10,183843.62,0.26769368014899503
ACC00242,R35,Hospitality,366,2072037.33,0.3331,0.15–0.49,2,Active,0.3333333333333333,10.0,25,492566.12,0.18368230234985514
ACC00243,R35,Retail,548,3599660.15,0.4009,0.15–0.49,4,Active,0.6666666666666666,11.666666666666666,0,939014.5,0.10962070978714773
ACC00244,R43,Healthcare,257,1639657.6,0.1519,0.15–0.49,3,Active,0.3333333333333333,1.6666666666666667,-15,484415.07,0.20441581323166225
ACC00245,R04,Manufacturing,389,2575711.65,0.7773,0.50–0.99,6,Active,1.0,18.333333333333332,10,1153110.46,0.13300265869398878
ACC00246,R04,Retail,152,1035850.18,0.3153,0.15–0.49,7,Active,1.0,-3.3333333333333335,0,340756.86,0.24242139556916983
ACC00247,R03,Professional services,761,4314208.19,0.7482,0.50–0.99,1,Active,0.6666666666666666,10.0,10,2553056.27,0.08531344198219719
ACC00248,R45,Hospitality,116,679562.06,2.5696,2.50–5.00,10,Active,1.0,10.0,0,3555680.23,0.15919845231658475
ACC00249,R34,Retail,452,2168428.45,0.3028,0.15–0.49,9,Active,0.6666666666666666,6.666666666666667,5,679949.71,0.14217730971257986
ACC00250,R46,Retail,398,2452047.34,0.874,0.50–0.99,8,Active,1.0,10.0,20,1767573.56,0.218706714769486
ACC00251,R07,Retail,169,1128291.57,0.4311,0.15–0.49,10,Active,0.6666666666666666,10.0,5,213610.12,0.1894308199609373
ACC00252,R40,Technology,548,2907246.82,0.6392,0.50–0.99,6,Active,0.3333333333333333,8.333333333333334,20,2113807.32,0.12682633381636224
ACC00253,R07,Manufacturing,251,1200759.97,0.7461,0.50–0.99,7,Active,0.6666666666666666,6.666666666666667,0,1079299.54,0.15644595812810677
ACC00254,R29,Healthcare,85,802928.95,1.0709,1.00–1.49,6,Active,1.0,1.6666666666666667,0,630455.26,0.2126716359843879
ACC00255,R22,Hospitality,125,937164.37,0.4026,0.15–0.49,12,Active,0.6666666666666666,-5.0,-5,160630.48,0.28243824347682367
ACC00256,R18,Logistics,122,692860.16,0.8022,0.50–0.99,12,Active,1.0,13.333333333333334,25,352609.41,0.2263399927721143
ACC00257,R28,Retail,76,587589.75,0.8359,0.50–0.99,11,Active,0.3333333333333333,10.0,20,162496.22,0.275354659956867
ACC00258,R07,Financial services,406,3487717.12,0.8425,0.50–0.99,3,Active,1.0,3.3333333333333335,5,1339802.68,0.11742351745422247
ACC00259,R17,Financial services,284,1782039.72,0.6839,0.50–0.99,4,Active,1.0,1.6666666666666667,10,1529612.71,0.22468518622297293
ACC00260,R32,Healthcare,142,815346.49,0.4358,0.15–0.49,11,Active,1.0,0.0,-5,193663.46,0.21385466041574508
ACC00261,R14,Manufacturing,313,1779813.13,0.1661,0.15–0.49,6,Active,0.0,1.6666666666666667,0,482173.26,0.1632645489380448
ACC00262,R30,Manufacturing,94,631479.25,0.9473,0.50–0.99,10,Active,1.0,1.6666666666666667,0,250187.91999999998,0.1635847860689214
ACC00263,R29,Hospitality,743,4120025.05,0.2663,0.15–0.49,1,Active,0.6666666666666666,8.333333333333334,15,1088896.1300000001,0.09622286176990756
ACC00264,R01,Professional services,581,3833105.86,0.5567,0.50–0.99,2,Active,0.6666666666666666,10.0,5,1757074.77,0.09961824544419191
ACC00265,R02,Professional services,564,3406960.27,0.5046,0.50–0.99,3,Active,1.0,15.0,15,2196335.78,0.17664531283748022
ACC00266,R17,Manufacturing,342,2079487.23,0.8177,0.50–0.99,11,Active,0.3333333333333333,8.333333333333334,15,1159766.72,0.13458898308728137
ACC00267,R23,Financial services,256,1542191.75,0.3612,0.15–0.49,6,Active,0.6666666666666666,3.3333333333333335,-10,333353.85,0.17712622211211532
ACC00268,R12,Technology,694,5407449.19,1.2219,1.00–1.49,1,Active,1.0,5.0,5,4368218.85,0.085154282407482
ACC00269,R29,Manufacturing,1662,12730093.42,0.7228,0.50–0.99,9,Active,0.6666666666666666,5.0,0,5935547.98,0.07053798831225827
ACC00270,R21,Logistics,157,966814.5,0.6172,0.50–0.99,3,Active,0.6666666666666666,8.333333333333334,15,536026.87,0.1533201972557099
ACC00271,R41,Healthcare,413,2933606.46,2.302,1.50–2.49,1,Active,1.0,0.0,-15,4965201.9,0.11255191942945102
ACC00272,R47,Financial services,159,931335.44,0.9247,0.50–0.99,10,Active,1.0,15.0,-5,537762.54,0.253519456869906
ACC00273,R41,Technology,417,3222740.47,1.105,1.00–1.49,3,Active,1.0,5.0,0,2203855.18,0.11191654797979649
ACC00274,R35,Financial services,317,1934190.25,4.4499,2.50–5.00,5,Active,1.0,3.3333333333333335,20,8854101.51,0.11050230772320713
ACC00275,R09,Manufacturing,649,4393960.92,0.2967,0.15–0.49,9,Active,0.6666666666666666,5.0,10,1481122.22,0.12609846519564724
ACC00276,R45,Retail,180,886571.69,0.9139,0.50–0.99,4,Active,0.6666666666666666,16.666666666666668,25,505082.42,0.17916688746085355
ACC00277,R33,Hospitality,131,957626.08,2.25,1.50–2.49,9,Active,1.0,3.3333333333333335,5,2212031.78,0.22792292849582302
ACC00278,R38,Financial services,71,642584.42,1.7436,1.50–2.49,2,Active,1.0,1.6666666666666667,5,525736.02,0.2020141829354328
ACC00279,R23,Technology,397,2842205.06,2.3617,1.50–2.49,12,Active,1.0,8.333333333333334,0,4654741.9,0.09534317002169478
ACC00280,R23,Retail,250,1723443.97,0.4453,0.15–0.49,4,Active,0.3333333333333333,16.666666666666668,20,477351.31,0.17496492865052687
ACC00281,R40,Manufacturing,92,611445.95,0.5304,0.50–0.99,12,Active,1.0,10.0,0,249334.99,0.21492846217571232
ACC00282,R33,Financial services,120,772178.5,0.724,0.50–0.99,9,Active,0.3333333333333333,5.0,10,411407.6,0.2587823487129774
ACC00283,R07,Hospitality,274,2119107.45,0.3436,0.15–0.49,8,Active,1.0,16.666666666666668,25,429808.25,0.16727704969221416
ACC00284,R34,Financial services,217,1451036.66,0.3819,0.15–0.49,11,Active,0.3333333333333333,8.333333333333334,0,299240.81,0.24545740111381859
ACC00285,R12,Hospitality,101,812398.94,0.6501,0.50–0.99,12,Active,1.0,3.3333333333333335,-15,339058.24,0.24308410031773955
ACC00286,R38,Financial services,549,3072670.26,0.9232,0.50–0.99,11,Active,0.6666666666666666,10.0,15,1886338.71,0.11770897173513829
ACC00287,R19,Professional services,162,968941.7,0.5299,0.50–0.99,7,Active,0.6666666666666666,1.6666666666666667,5,331014.24,0.17191451687055842
ACC00288,R01,Technology,509,3088267.47,0.4204,0.15–0.49,8,Active,0.6666666666666666,6.666666666666667,5,867734.13,0.12178196206734475
ACC00289,R21,Retail,497,3907825.88,1.8297,1.50–2.49,2,Active,1.0,1.6666666666666667,10,6466894.46,0.10966560087491743
ACC00290,R42,Retail,580,2934651.61,0.8285,0.50–0.99,2,Active,1.0,10.0,0,1774375.6300000001,0.11348647634264171
ACC00291,R06,Retail,698,4307240.94,1.0022,1.00–1.49,8,Active,0.6666666666666666,5.0,5,4679293.37,0.0950763379940127
ACC00292,R13,Healthcare,89,869519.17,0.7026,0.50–0.99,2,Active,1.0,5.0,0,345420.64,0.2644808359709814
ACC00293,R38,Financial services,250,1492434.66,0.9665,0.50–0.99,3,Active,0.6666666666666666,5.0,5,727892.48,0.1653779722344723
ACC00294,R04,Technology,573,3452914.26,0.4611,0.15–0.49,9,Active,1.0,8.333333333333334,15,1179445.66,0.16073383317036025
ACC00295,R01,Retail,143,738513.22,0.7027,0.50–0.99,11,Active,1.0,0.0,10,455656.56,0.2159985070681199
ACC00296,R10,Logistics,98,623537.85,0.4645,0.15–0.49,11,Active,0.6666666666666666,6.666666666666667,0,194342.47,0.2449833720180995
ACC00297,R02,Manufacturing,146,953184.17,0.4547,0.15–0.49,3,Active,0.6666666666666666,13.333333333333334,15,364014.93,0.25312231874671115
ACC00298,R04,Hospitality,258,1413945.15,0.8664,0.50–0.99,5,Active,1.0,1.6666666666666667,0,923805.62,0.1400526465225924
ACC00299,R33,Technology,241,1354639.58,0.5536,0.50–0.99,2,Active,1.0,5.0,10,881067.72,0.18017832937243122
ACC00300,R34,Manufacturing,705,4912651.4,0.6385,0.50–0.99,9,Active,0.6666666666666666,3.3333333333333335,5,2486706.75,0.15798004903810955
ACC00301,R40,Logistics,139,968107.23,2.4541,1.50–2.49,10,Active,1.0,-3.3333333333333335,0,2131259.3000000003,0.1696192926257066
ACC00302,R42,Technology,311,1424039.55,0.5936,0.50–0.99,6,Active,0.3333333333333333,10.0,15,1098331.46,0.15769041047780102
ACC00303,R43,Retail,422,4369305.28,2.1691,1.50–2.49,3,Active,1.0,10.0,10,5595562.85,0.1336184702117292
ACC00304,R22,Healthcare,123,899490.57,0.5441,0.50–0.99,3,Active,1.0,0.0,5,658688.47,0.22086901331568334
ACC00305,R44,Retail,164,1530740.85,4.2264,2.50–5.00,11,Active,1.0,-3.3333333333333335,-10,4114679.71,0.1263558088081506
ACC00306,R04,Hospitality,352,2872314.29,1.0478,1.00–1.49,8,Active,1.0,5.0,10,2302876.1,0.12613178344660325
ACC00307,R30,Retail,129,938581.52,4.3749,2.50–5.00,9,Active,1.0,1.6666666666666667,0,3701567.3,0.1874871608654867
ACC00308,R33,Logistics,337,2470776.31,0.4199,0.15–0.49,5,Active,0.6666666666666666,10.0,0,619419.37,0.22457553311753825
ACC00309,R12,Logistics,218,1526812.56,0.9376,0.50–0.99,5,Active,0.6666666666666666,6.666666666666667,0,868887.94,0.1675380885840018
ACC00310,R36,Manufacturing,501,3420494.44,0.7431,0.50–0.99,1,Active,1.0,8.333333333333334,10,1813469.52,0.11251521919693976
ACC00311,R34,Logistics,66,489123.17,3.7293,2.50–5.00,7,Active,1.0,8.333333333333334,-10,1985602.72,0.1893159178130013
ACC00312,R29,Technology,954,5168530.26,0.7133,0.50–0.99,9,Active,1.0,3.3333333333333335,5,3248979.14,0.09044713658832897
ACC00313,R01,Healthcare,88,593514.9,0.4016,0.15–0.49,5,Active,1.0,-8.333333333333334,-15,141443.17,0.24518334599325856
ACC00314,R20,Logistics,94,842478.48,1.6811,1.50–2.49,5,Active,0.6666666666666666,10.0,20,903933.57,0.15842626505668672
ACC00315,R29,Manufacturing,123,1162036.88,2.0348,1.50–2.49,6,Active,1.0,0.0,-15,1479881.5,0.1733341176513133
ACC00316,R14,Retail,397,2589780.9,0.4527,0.15–0.49,4,Active,0.6666666666666666,6.666666666666667,-10,726878.17,0.1749390132887592
ACC00317,R23,Professional services,119,1006649.04,1.6778,1.50–2.49,3,Active,1.0,3.3333333333333335,5,1552365.61,0.15057150876424735
ACC00318,R29,Healthcare,253,2186013.66,0.3441,0.15–0.49,8,Active,0.6666666666666666,10.0,10,447940.08,0.18245071580523572
ACC00319,R43,Retail,264,2095666.68,0.614,0.50–0.99,6,Active,0.6666666666666666,6.666666666666667,0,987083.31,0.15131267337837442
ACC00320,R35,Logistics,105,820208.58,0.8079,0.50–0.99,3,Active,1.0,6.666666666666667,0,435660.64,0.20196655444808972
ACC00321,R42,Healthcare,112,845474.65,0.3354,0.15–0.49,6,Active,0.6666666666666666,15.0,25,255673.74999999997,0.3978230229579591
ACC00322,R30,Retail,71,422514.55,0.3882,0.15–0.49,8,Active,0.6666666666666666,13.333333333333334,10,147288.73,0.3209287139299179
ACC00323,R47,Retail,174,1338997.78,0.4627,0.15–0.49,2,Active,1.0,-1.6666666666666667,-5,388482.77999999997,0.43851361657548704
ACC00324,R04,Technology,257,1892711.45,0.205,0.15–0.49,1,Active,1.0,11.666666666666666,15,463814.27,0.21512908309684128
ACC00325,R30,Retail,331,2553625.03,0.6696,0.50–0.99,9,Active,1.0,3.3333333333333335,5,1590935.03,0.17797174294704937
ACC00326,R43,Healthcare,88,552951.25,1.2069,1.00–1.49,7,Active,1.0,0.0,0,307009.1,0.23266450544410683
ACC00327,R07,Retail,654,4924966.85,0.7198,0.50–0.99,7,Active,1.0,-1.6666666666666667,-5,2699656.29,0.12871215131888036
ACC00328,R48,Logistics,351,1962596.09,0.7994,0.50–0.99,3,Active,1.0,10.0,-5,1006216.94,0.12119434674349472
ACC00329,R44,Manufacturing,62,400836.37,0.5252,0.50–0.99,3,Active,0.6666666666666666,8.333333333333334,10,401632.48,0.45117550875080054
ACC00330,R36,Financial services,130,1014353.15,0.8067,0.50–0.99,10,Active,0.6666666666666666,3.3333333333333335,-5,342305.24,0.16402333723525533
ACC00331,R11,Manufacturing,620,6462578.22,3.7591,2.50–5.00,6,Active,1.0,8.333333333333334,-5,16134529.88,0.07232982229675972
ACC00332,R29,Financial services,496,3526445.56,0.1526,0.15–0.49,10,Active,0.3333333333333333,10.0,5,787471.81,0.19510011418841725
ACC00333,R38,Logistics,560,2952253.67,1.4013,1.00–1.49,11,Active,1.0,8.333333333333334,15,4442931.1,0.1190700974943376
ACC00334,R04,Technology,421,2555246.82,1.049,1.00–1.49,4,Active,0.6666666666666666,18.333333333333332,20,2585177.61,0.11689622571672913
ACC00335,R04,Professional services,402,2643005.25,0.9494,0.50–0.99,3,Active,1.0,18.333333333333332,15,1387658.94,0.16156363609911892
ACC00336,R44,Healthcare,117,881309.4,1.4192,1.00–1.49,11,Active,0.6666666666666666,3.3333333333333335,15,596460.24,0.18213977766494777
ACC00337,R21,Manufacturing,234,1697602.03,0.9889,0.50–0.99,1,Active,0.6666666666666666,8.333333333333334,15,852220.26,0.2057423363249015
ACC00338,R33,Logistics,648,6664682.55,1.7586,1.50–2.49,3,Active,1.0,11.666666666666666,25,8626676.03,0.1027701032735346
ACC00339,R42,Manufacturing,242,1104169.14,0.1646,0.15–0.49,11,Active,0.3333333333333333,3.3333333333333335,0,308298.48,0.15840192775095138
ACC00340,R07,Hospitality,250,1579186.35,1.3118,1.00–1.49,3,Active,1.0,1.6666666666666667,-15,1857494.42,0.1712674726737336
ACC00341,R40,Hospitality,203,1770480.98,4.2036,2.50–5.00,5,Active,1.0,6.666666666666667,10,5725952.42,0.1384608647269637
ACC00342,R06,Logistics,387,2787451.47,1.8622,1.50–2.49,6,Active,1.0,8.333333333333334,0,4470817.31,0.09514021184186243
ACC00343,R04,Financial services,111,642716.44,0.6645,0.50–0.99,9,Active,1.0,6.666666666666667,10,498070.09,0.29036869077148314
ACC00344,R44,Logistics,172,1032417.23,1.1109,1.00–1.49,5,Active,1.0,8.333333333333334,15,1056213.11,0.16607223582204766
ACC00345,R36,Financial services,239,1586623.38,0.5186,0.50–0.99,9,Active,1.0,3.3333333333333335,-15,985197.12,0.16704836248652496
ACC00346,R31,Hospitality,285,1628252.22,1.1105,1.00–1.49,9,Active,1.0,3.3333333333333335,5,1791221.38,0.12723379664518053
ACC00347,R02,Financial services,94,815933.66,0.5917,0.50–0.99,9,Active,0.6666666666666666,6.666666666666667,5,498951.9,0.4216669663046819
ACC00348,R30,Hospitality,959,7636994.75,0.7119,0.50–0.99,5,Active,0.6666666666666666,6.666666666666667,5,3703655.65,0.08687516482931827
ACC00349,R40,Technology,334,2322199.38,0.5428,0.50–0.99,8,Active,1.0,1.6666666666666667,-10,1527505.65,0.15723793621271032
ACC00350,R24,Retail,111,755891.54,1.0976,1.00–1.49,6,Active,0.6666666666666666,6.666666666666667,0,768480.54,0.2102310999491025
ACC00351,R46,Financial services,516,2778086.73,0.6882,0.50–0.99,7,Active,0.6666666666666666,6.666666666666667,20,1596679.21,0.13912632712494735
ACC00352,R42,Logistics,440,2663567.45,1.3682,1.00–1.49,7,Active,0.6666666666666666,6.666666666666667,0,2867398.54,0.11676532208050203
ACC00353,R01,Retail,123,925495.08,4.7294,2.50–5.00,6,Active,1.0,6.666666666666667,10,3406076.0,0.1758247126331349
ACC00354,R14,Healthcare,265,2056529.07,0.7602,0.50–0.99,1,Active,0.6666666666666666,10.0,10,808147.04,0.24098471483028902
ACC00355,R12,Technology,96,665500.78,1.0453,1.00–1.49,7,Active,1.0,3.3333333333333335,10,639386.96,0.16542547372510435
ACC00356,R04,Manufacturing,186,1098232.99,0.593,0.50–0.99,8,Active,1.0,6.666666666666667,5,623972.84,0.23219681934184705
ACC00357,R06,Technology,219,1287208.3,1.0197,1.00–1.49,11,Active,1.0,5.0,10,1362963.06,0.20791453575481883
